,respondent_id,h1n1_vaccine,seasonal_vaccine
45,26752,0.19863632708787918,0.2075741762916247
46,26753,0.2874775723616282,0.42115661382675174
47,26754,0.22640599677960077,0.4754047457377116
48,26755,0.16078223511576653,0.4436015200614929
49,26756,0.04488926287585249,0.06835441851677994
50,26757,0.13896419167518614,0.27833318556348485
51,26758,0.5104408713181814,0.8173791591326396
52,26759,0.011119417684773605,0.15753987381855647
53,26760,0.09790236155192057,0.11337626444796721
54,26761,0.2354726039369901,0.37834283570448557
55,26762,0.18367857272426288,0.8301869126160939
56,26763,0.8731081223487853,0.8893566675980886
57,26764,0.8910702939828237,0.9111452627182006
58,26765,0.09696021838734548,0.5122982784112294
59,26766,0.15594191710154215,0.13559217569728693
60,26767,0.7802993746598561,0.5401142619053523
61,26768,0.07154219638556242,0.2862463370958964
62,26769,0.056680192748705546,0.11366644949962695
63,26770,0.09322924811393023,0.28018247147401176
64,26771,0.039166769298414394,0.17719741786519685
65,26772,0.07728440448641777,0.4525721456607183
66,26773,0.07941611547023059,0.21928135293225448
67,26774,0.0821177147825559,0.22581738536556561
68,26775,0.05548709928989411,0.36657365421454113
69,26776,0.35339877247810364,0.3873609687884649
70,26777,0.18473642950256666,0.641728904247284
71,26778,0.102013472939531,0.10259073942899705
72,26779,0.3131981029113134,0.5030755599339802
73,26780,0.11598677861193817,0.8192748252550761
74,26781,0.09276052184402943,0.46571327865123746
75,26782,0.15942175010840098,0.3869211548566818
76,26783,0.029412744082510472,0.38039521376291907
77,26784,0.25631612588961916,0.7711725827058156
78,26785,0.3033598601818085,0.4315372713406881
79,26786,0.05257109253356854,0.2161926108598709
80,26787,0.07574373945593835,0.599187863667806
81,26788,0.042733338239292304,0.8044720307985942
82,26789,0.048967036766310534,0.16426174957305192
83,26790,0.02320417535180847,0.2596104117234548
84,26791,0.09851905629038811,0.1173779424528281
85,26792,0.0951484710474809,0.5616368138790131
86,26793,0.4022503435611725,0.9349352773030599
87,26794,0.5343206644058227,0.6902955583731334
88,26795,0.22071262170871098,0.864352251291275
89,26796,0.06802225202322007,0.08219444108506044
90,26797,0.4660010087490082,0.5052630889415741
91,26798,0.372610910932223,0.2968597893913587
92,26799,0.2760305812954903,0.2553169330457846
93,26800,0.11191690628727277,0.8912488981088003
94,26801,0.1868319709102313,0.21257136166095733
95,26802,0.14307283798853557,0.24155891219774883
96,26803,0.06780765890454253,0.175897545615832
97,26804,0.08382059767842293,0.08866116544852654
98,26805,0.1002738914390405,0.22953411360581716
99,26806,0.07257925425966581,0.6908906213442485
100,26807,0.29485617617766063,0.8345316163698833
101,26808,0.188908735315005,0.3827997692426046
102,26809,0.21031259785095852,0.3569808489084244
103,26810,0.042514287990828355,0.06896850934873025
104,26811,0.06962522526582082,0.16147101720174153
105,26812,0.2870618618528048,0.8530476768811543
106,26813,0.3034657456477483,0.4471089659134547
107,26814,0.04617652177810669,0.6719404009977976
108,26815,0.007966793679321807,0.04160452359045545
109,26816,0.05936998201223711,0.1441293668250243
110,26817,0.12257067556182544,0.5600050556659699
111,26818,0.17159690702954927,0.42277283549308775
112,26819,0.11676186074813207,0.45104701002438863
113,26820,0.1072021092971166,0.2206910213828087
114,26821,0.034288919270038604,0.5731865739822388
115,26822,0.08619352345665296,0.6086844662825266
116,26823,0.2152541554470857,0.24494573975602785
117,26824,0.06687291373809179,0.5545479536056519
118,26825,0.24318227882186572,0.3701042307416598
119,26826,0.08241091671089332,0.6664307367801666
120,26827,0.03664434830037256,0.09076545675595601
121,26828,0.12480158383647601,0.3232946664094925
122,26829,0.8676833621660869,0.9181286950906118
123,26830,0.13825369444986185,0.7940042567253113
124,26831,0.10973390694707633,0.795627334912618
125,26832,0.07297252811491489,0.5844964859882991
126,26833,0.11316690673430761,0.4630627282460531
127,26834,0.1429171272367239,0.4473529797792435
128,26835,0.15266613721847533,0.6653573679924012
129,26836,0.28873680253823597,0.6409081292152405
130,26837,0.15041947655379773,0.1324192014336586
131,26838,0.2023502001663049,0.5068145742019017
132,26839,0.12335332465668519,0.3989051602284114
133,26840,0.20851392487684886,0.14678160587946576
134,26841,0.31846948544184367,0.5968976680437723
135,26842,0.12551364600658416,0.13991508583227794
136,26843,0.06564692487319311,0.06341713428497314
137,26844,0.06660906321058671,0.2694916035731634
138,26845,0.06102416178832452,0.5036045533418656
139,26846,0.08757108397781849,0.7989046303431193
140,26847,0.2331689006090164,0.14673837882777055
141,26848,0.05495689099033674,0.5641566522916158
142,26849,0.4310571777820587,0.5868031466007233
143,26850,0.412953804731369,0.316028255323569
144,26851,0.030961357423414788,0.07046113475536307
145,26852,0.03830160864939292,0.10495917173723379
146,26853,0.25584194660186765,0.33494335422913235
147,26854,0.02416335112027203,0.08127398441235224
148,26855,0.42915488163630167,0.8086574796835582
149,26856,0.06240605148176352,0.07843671391407649
150,26857,0.5565751910209655,0.17370072830468417
151,26858,0.13103364914655685,0.4129269740978877
152,26859,0.03926761414234837,0.1005475465891262
153,26860,0.2703227353096008,0.15955895498394967
154,26861,0.0583333645015955,0.16420100162426632
155,26862,0.05268126659716169,0.19800301857292651
156,26863,0.08167192901174228,0.2653874076406161
157,26864,0.3334209819634755,0.442983648777008
158,26865,0.06667024994889895,0.05909019820392132
159,26866,0.09881112640102704,0.40756908665100733
160,26867,0.19488596548636755,0.27095955540736516
161,26868,0.8082892731825511,0.8743383888403575
162,26869,0.047697635715206466,0.14326609884699187
163,26870,0.6705795482794443,0.7432788594563802
164,26871,0.017772771095236145,0.04065706780878827
165,26872,0.11767196834087372,0.2300142871340116
166,26873,0.12487203225493432,0.6897600332895915
167,26874,0.07822180153181156,0.1581066505610943
168,26875,0.28461875905593237,0.5451167519887288
169,26876,0.20406019220749538,0.12680662219723066
170,26877,0.11729339261849721,0.24483137200276056
171,26878,0.0822327778240045,0.14340456717958053
172,26879,0.025647995670636498,0.03966752839895586
173,26880,0.10089588562647502,0.20207184821367263
174,26881,0.03942823104560375,0.09442904770374298
175,26882,0.04829576103637616,0.0596623812119166
176,26883,0.08357989999155203,0.22653096010287604
177,26884,0.16400958995024362,0.20889468212922413
178,26885,0.19909734030564624,0.5853652815024057
179,26886,0.16639135738213856,0.8561903051535289
180,26887,0.7464022783438364,0.8043013676007589
181,26888,0.8905650933583578,0.9853168896834056
182,26889,0.06450639108816783,0.21212828144431115
183,26890,0.09860549728075663,0.2574687799314658
184,26891,0.7223264797528585,0.8774199724197388
185,26892,0.10274797911445299,0.5999491512775421
186,26893,0.02753162001570066,0.1725930589437485
187,26894,0.20847983698050182,0.3107614113887151
188,26895,0.06309137287239233,0.8307369697093964
189,26896,0.035666945514579614,0.05786931160837412
190,26897,0.09894652602573235,0.4646640654404958
191,26898,0.1540473901728789,0.6080490243434906
192,26899,0.02872618138169249,0.07233520202959577
193,26900,0.12402249569694201,0.3003036563595136
194,26901,0.05616806155381104,0.2478435636560122
195,26902,0.19744796892007194,0.8114730838934581
196,26903,0.23028786440690358,0.08691703846678138
197,26904,0.1395103858411312,0.4170156717300415
198,26905,0.398211948076884,0.7301805941263835
199,26906,0.06451142559448877,0.3330727372566859
200,26907,0.07812896691262722,0.27801591177781426
201,26908,0.12668071448802948,0.7941604602336884
202,26909,0.138096053202947,0.17636697592834633
203,26910,0.17745128323634465,0.38851149161656695
204,26911,0.03491367978975177,0.10176903621604046
205,26912,0.4254888466993968,0.8560422492027282
206,26913,0.7018370882670084,0.7763089243570964
207,26914,0.04045253314077854,0.14921718063453834
208,26915,0.1187195543323954,0.518341170946757
209,26916,0.03495577899118264,0.20379138360420862
210,26917,0.03439143068001916,0.1184555693094929
211,26918,0.9497275801499685,0.9734353828430176
212,26919,0.14380267024040222,0.3651781772573789
213,26920,0.0216650213735799,0.08717364579439163
214,26921,0.13840494364500044,0.8008473308881123
215,26922,0.050515172965824605,0.7213400065898895
216,26923,0.3793803254763285,0.5673652235666911
217,26924,0.8674442239602407,0.9742258596420288
218,26925,0.18452201088269551,0.8452884209156036
219,26926,0.36251169244448345,0.3768502472837766
220,26927,0.414220552444458,0.7126732794443766
221,26928,0.256010085940361,0.2920002703865369
222,26929,0.11127157042423884,0.22653673564394314
223,26930,0.6451590176423391,0.7873470703760783
224,26931,0.23538606882095336,0.5119852987925212
225,26932,0.11582563678423563,0.8923826646804809
226,26933,0.019881004296864072,0.33379560510317485
227,26934,0.41255810896555584,0.48208623786767324
228,26935,0.11163621311386426,0.5154938773314158
229,26936,0.23349444071451822,0.3580315031607946
230,26937,0.10573805170754591,0.7167222654819488
231,26938,0.03604968720426162,0.06403233718747894
232,26939,0.08415081441402436,0.08980886592219273
233,26940,0.0774570115407308,0.1429277046521505
234,26941,0.1653701827923457,0.40466137667497
235,26942,0.5798211216926574,0.7664981810251872
236,26943,0.15549365282058716,0.4152623168627421
237,26944,0.039731785394251345,0.19259725044171017
238,26945,0.08902739703655244,0.496449898481369
239,26946,0.13772220561901727,0.5260243606567383
240,26947,0.1657924024760723,0.706545881430308
241,26948,0.0670445820192496,0.078713883884872
242,26949,0.03654802115013202,0.08126153339942296
243,26950,0.0574713592727979,0.38877500394980113
244,26951,0.15580291042725247,0.35576878279447555
245,26952,0.8448110131422679,0.8545976742108663
246,26953,0.24305468618869783,0.7087618831793467
247,26954,0.04421007024124265,0.13105599159995715
248,26955,0.07053856647262971,0.7047592663764954
249,26956,0.12288818863530954,0.2932783473531405
250,26957,0.11533590485652288,0.9196236956119537
251,26958,0.16444189215699834,0.717962706486384
252,26959,0.0423416168987751,0.2086041436592738
253,26960,0.03137430143853029,0.09161516310026248
254,26961,0.4037156875928243,0.5746139852205913
255,26962,0.15374505281448364,0.6152174840370814
256,26963,0.09857207699368398,0.3764006346464157
257,26964,0.07009567377467951,0.19468304465214412
258,26965,0.33405648211638134,0.7830007878939311
259,26966,0.0522510539367795,0.16636553366978962
260,26967,0.05574775746713082,0.23974090973536175
261,26968,0.11255200440684954,0.8494725028673809
262,26969,0.12436610815425714,0.26136269768079123
263,26970,0.7303046305974324,0.6665848362445832
264,26971,0.19713786313931148,0.21946415891249976
265,26972,0.06246041369313995,0.045133351812449596
266,26973,0.09189819707224767,0.1950658293068409
267,26974,0.4517556603749593,0.33121425767739615
268,26975,0.20678651283184687,0.7345331593354543
269,26976,0.835291520357132,0.37810271630684533
270,26977,0.3962868338823319,0.5002103809515634
271,26978,0.11381334627668063,0.79571937084198
272,26979,0.6153726414839427,0.888447368144989
273,26980,0.04602511828765273,0.09814260497689248
274,26981,0.0512195265153423,0.30683528115352
275,26982,0.605253723859787,0.9150073190530141
276,26983,0.3049073735872905,0.45048308809598286
277,26984,0.0366383685109516,0.16922471314668655
278,26985,0.03578019691010316,0.08494163965185483
279,26986,0.03323798802991708,0.439670615196228
280,26987,0.03044010867054264,0.18094976941744487
281,26988,0.029826128532489143,0.09489334421853224
282,26989,0.5420438075065612,0.8859209485848745
283,26990,0.03310616521164775,0.232120281457901
284,26991,0.09925998948514461,0.25746120686332385
285,26992,0.18995006904006004,0.28864392211039863
286,26993,0.05368957921862602,0.693033121029536
287,26994,0.1685314885775248,0.4265757660071055
288,26995,0.17999986201524734,0.3930828487873077
289,26996,0.24642873287200928,0.18454169807334742
290,26997,0.03609864946454763,0.08508908423284689
291,26998,0.03444129722813766,0.08610063498218855
292,26999,0.12707284698883692,0.3499920262893041
293,27000,0.08205737461646398,0.29600176056226096
294,27001,0.05128752189377944,0.7185675168037415
295,27002,0.06506749633699656,0.21795464818676313
296,27003,0.01979036332728962,0.16291342561443647
297,27004,0.08782837433119615,0.17503500680128734
298,27005,0.3882792349656423,0.776045122941335
299,27006,0.7875188585122426,0.8381938354174296
300,27007,0.02551239044715961,0.0995872828612725
301,27008,0.07963396961490313,0.09560200633481145
302,27009,0.12391982659697533,0.26527341837684315
303,27010,0.02524188345298171,0.14944914065301418
304,27011,0.05588044710457325,0.1624792245030403
305,27012,0.3179290703932444,0.597492892742157
306,27013,0.19570859616001446,0.48255329350630444
307,27014,0.06739744267115991,0.3607540738582611
308,27015,0.05256185583770275,0.37494869470596315
309,27016,0.10092918708920479,0.32428117891152697
310,27017,0.5436194602648416,0.8686924548943837
311,27018,0.05852427576979002,0.19459109321236612
312,27019,0.9350978553295135,0.965910740296046
313,27020,0.24011675298213958,0.26962122989197573
314,27021,0.18005067050457002,0.6107810095945994
315,27022,0.07323150962591171,0.25056597838799155
316,27023,0.046274758372455836,0.1727505322297414
317,27024,0.09363986149430276,0.41845717847347264
318,27025,0.24399616519610087,0.18174153660734493
319,27026,0.06326944430048267,0.4032840633392334
320,27027,0.03467096082866192,0.7604300812880198
321,27028,0.5465208601951599,0.821608725786209
322,27029,0.2408857594927152,0.40648157278696695
323,27030,0.34732194284598034,0.2526576017091672
324,27031,0.5730983988444011,0.8936347997188567
325,27032,0.09601400499542555,0.5523730407158534
326,27033,0.5446881771087646,0.5379935789108277
327,27034,0.08030837053122619,0.3531372013688088
328,27035,0.20473297109206517,0.41298684080441794
329,27036,0.23882251818974815,0.6821235191822053
330,27037,0.6645484340190888,0.6945924297968546
331,27038,0.018324467577040197,0.039053450462718804
332,27039,0.37450448115666707,0.6205908840894698
333,27040,0.12319183647632599,0.2942613503336906
334,27041,0.03143896245708068,0.6145624228318533
335,27042,0.04300665060058236,0.31003246555725733
336,27043,0.5068645203113555,0.7863310273488362
337,27044,0.071834783355395,0.05445099935246011
338,27045,0.1068337568640709,0.4291966716448466
339,27046,0.05041433122009039,0.16388305008411408
340,27047,0.5488917819658915,0.43956309239069624
341,27048,0.0776845924804608,0.3373890294631322
342,27049,0.439397523800532,0.8047278912862141
343,27050,0.17344406525293987,0.618540016412735
344,27051,0.03830304304758708,0.39548111319541934
345,27052,0.07332131066670021,0.15257233013709387
346,27053,0.851330060561498,0.9156333935260772
347,27054,0.04274015194736421,0.06623192654301724
348,27055,0.037405484560877084,0.7839607155323028
349,27056,0.08690782770514488,0.13372752842803798
350,27057,0.03248325111965339,0.038430683591092626
351,27058,0.8264506944020589,0.8331006066004436
352,27059,0.09247804512580236,0.2546516928076744
353,27060,0.24231415510177612,0.4969598929087321
354,27061,0.04127175411830346,0.4349034951130549
355,27062,0.08123952974875769,0.3072103740771612
356,27063,0.045933164233962695,0.2645411025484403
357,27064,0.1014162852987647,0.32370334019263586
358,27065,0.19657986134290695,0.6549070485432943
359,27066,0.07787757857392232,0.4654003530740738
360,27067,0.7025136371453603,0.8064332075913747
361,27068,0.5846276891231537,0.5923474637667339
362,27069,0.6936549425125123,0.9008048435052236
363,27070,0.010625059474259615,0.06938018682723245
364,27071,0.0624851135412852,0.11786480153600375
365,27072,0.15857154498497644,0.5183764461676279
366,27073,0.1695868189136187,0.8946574195226034
367,27074,0.10039999249701699,0.27421288659175236
368,27075,0.5598347604274749,0.5913879132270813
369,27076,0.7931922713915507,0.8162347690264384
370,27077,0.06913394141321381,0.20632785717646282
371,27078,0.14401002178589503,0.7392554907004039
372,27079,0.19940482765436174,0.7254696623484294
373,27080,0.1244414600233237,0.25583340475956595
374,27081,0.23907968799273172,0.6908196588357289
375,27082,0.17661230425039928,0.27106876800457635
376,27083,0.12490282639861107,0.22072436427076658
377,27084,0.7363187849521637,0.688849132458369
378,27085,0.0065802618985374775,0.06885838960607847
379,27086,0.05265132854382197,0.16834453453620274
380,27087,0.08833096946279208,0.24105718354384104
381,27088,0.581456907192866,0.6420016968250275
382,27089,0.10874908114473025,0.14392067837218445
383,27090,0.4620464531580607,0.5744522774219514
384,27091,0.5869076208273569,0.29045011738936105
385,27092,0.19128715644280114,0.333157093723615
386,27093,0.20474516222874323,0.24978054016828538
387,27094,0.042503050814072296,0.11734250356753667
388,27095,0.17961350570122403,0.648330207268397
389,27096,0.17031468401352565,0.19850533353785674
390,27097,0.40047054568926493,0.5931052776177724
391,27098,0.3905046526590983,0.7814955182870229
392,27099,0.2817958652973175,0.39754547814528146
393,27100,0.26531133234500887,0.7631218111515046
394,27101,0.2151652369896571,0.5517150151729584
395,27102,0.15594655389587087,0.6828489267826081
396,27103,0.0793182555337747,0.11540218611558278
397,27104,0.33335045973459876,0.4533442564805349
398,27105,0.13922991849482058,0.4972488582134247
399,27106,0.7020658882459005,0.8430506082375844
400,27107,0.4170491153001785,0.7628559497992198
401,27108,0.2661645672718684,0.7083789543310801
402,27109,0.07255079818268617,0.15681906749804814
403,27110,0.10879127124945323,0.23315541168053944
404,27111,0.17589812139670055,0.39782061755657194
405,27112,0.3250947310527166,0.49662824591000876
406,27113,0.10999500195185344,0.17246437778075535
407,27114,0.08994665930668513,0.18602359399199486
408,27115,0.6702447362740834,0.7400721593697865
409,27116,0.09801308199763298,0.8791844252745311
410,27117,0.014681926139940819,0.07912241856257121
411,27118,0.1127461172391971,0.4677550570170085
412,27119,0.1351275047659874,0.1984785458445549
413,27120,0.20019558002551396,0.8852487007776897
414,27121,0.08938654411584139,0.6294580471515656
415,27122,0.050402714672187966,0.41240511630972226
416,27123,0.09014909925560156,0.28292369117339455
417,27124,0.031270196177065376,0.08856170967221261
418,27125,0.03582590458293756,0.049124521237487596
419,27126,0.11856456543008487,0.16321621249119442
420,27127,0.02959859353179733,0.07701621314510704
421,27128,0.21152245938777925,0.5435317679246267
422,27129,0.24981593708197275,0.6826444192727407
423,27130,0.16948350061972936,0.22263127868374188
424,27131,0.20345281143983207,0.14283817266424498
425,27132,0.4657490873336792,0.7368441760540009
426,27133,0.31974646389484407,0.4748626793424288
427,27134,0.9402964830398559,0.9778991448879242
428,27135,0.06890858487536511,0.5456757318973542
429,27136,0.17158038755257926,0.6044601571559907
430,27137,0.09093831636011601,0.2568921760718028
431,27138,0.10221134622891744,0.7127736167112986
432,27139,0.07252260814110438,0.17725726552307605
433,27140,0.9288078836599986,0.9654260885715484
434,27141,0.5648110133409501,0.571792321006457
435,27142,0.041445861856142685,0.22082338313261668
436,27143,0.41994438568751014,0.5849868635336558
437,27144,0.08153218869740764,0.1363859344770511
438,27145,0.4540261169274648,0.5073598247766495
439,27146,0.10863206242521604,0.8438817671934764
440,27147,0.05386920044819514,0.2784831464290619
441,27148,0.11795914515852929,0.07897771624227365
442,27149,0.14714228858550388,0.17119242827097575
443,27150,0.21588929454485575,0.8489218839009602
444,27151,0.4065899097919464,0.8364486881097157
445,27152,0.042246814547106624,0.18166467115283014
446,27153,0.3591282989581426,0.8006606821219127
447,27154,0.7238398500283559,0.7620781366030376
448,27155,0.2536663748820623,0.5725485763947169
449,27156,0.06278098516787092,0.3180438987414042
450,27157,0.16098205069700877,0.42249785363674164
451,27158,0.04748778126512965,0.21266793181498844
452,27159,0.06670219546804826,0.1543832990527153
453,27160,0.09869837917387486,0.240028910835584
454,27161,0.6214429525534312,0.7836598654588063
455,27162,0.1381499630709489,0.7707926551500957
456,27163,0.3700489381949107,0.3721063085397085
457,27164,0.17884427497784297,0.10246195395787557
458,27165,0.46398636798063914,0.7253691720962525
459,27166,0.156144438808163,0.1508263276765744
460,27167,0.1370472542444865,0.587338939110438
461,27168,0.13520094943543276,0.6025541806221009
462,27169,0.4131145405769348,0.43609657764434817
463,27170,0.7369643692175547,0.9247974149386088
464,27171,0.041942958235740666,0.18493110001087187
465,27172,0.07839415629704793,0.7702943933010101
466,27173,0.27842817922433216,0.3788738484183947
467,27174,0.24047782739003498,0.32069567292928697
468,27175,0.053544757465521495,0.1715117730696996
469,27176,0.8093774016698201,0.8137656017144521
470,27177,0.8666992564996083,0.8555543160438537
471,27178,0.08279150868455569,0.40626344323158264
472,27179,0.0805480988820394,0.20339237719774247
473,27180,0.12530320371190706,0.5041828389962515
474,27181,0.09425991108020147,0.8485394922892253
475,27182,0.2897839997212092,0.7247654620806376
476,27183,0.049519730309645335,0.6140117760499318
477,27184,0.1278434423605601,0.4042798141638438
478,27185,0.23921983828147253,0.800435672601064
479,27186,0.1874718824525674,0.8422454535961151
480,27187,0.10394731397430101,0.249480353196462
481,27188,0.09570084186891714,0.4742738978068034
482,27189,0.11965657971799373,0.6003145019213358
483,27190,0.18766216138998668,0.6042166761557262
484,27191,0.39085422277450566,0.8859155011177062
485,27192,0.2217172239224116,0.5785077595710755
486,27193,0.03185630338887374,0.10850824118902286
487,27194,0.17305409322182339,0.3577740713953972
488,27195,0.05826298445463181,0.12875536757210893
489,27196,0.12446125457684198,0.1995967482527097
490,27197,0.0748777337744832,0.4094254267215729
491,27198,0.5441559775670369,0.8189240741729736
492,27199,0.35121385574340824,0.5232434898614884
493,27200,0.1385589748620987,0.5009244032700857
494,27201,0.34388062377770745,0.6034162072340647
495,27202,0.10683975338935853,0.16113134764134884
496,27203,0.042308175979803006,0.16813480585813523
497,27204,0.029781170636415482,0.044741654650618634
498,27205,0.043454685372610886,0.14265641421079636
499,27206,0.2457909630735715,0.4022241715590159
500,27207,0.1090333817154169,0.11559456360836824
501,27208,0.6495281978448232,0.5339097450176875
502,27209,0.577111580769221,0.4696784444650014
503,27210,0.057946507235368094,0.2830054007967313
504,27211,0.07950706300636133,0.2475529581308365
505,27212,0.4159670348962148,0.8071800657113393
506,27213,0.24588559399048487,0.2641860845933358
507,27214,0.08235882652302584,0.11788362716635069
508,27215,0.24474264840284984,0.7736377902825673
509,27216,0.20608795583248138,0.8155110994974772
510,27217,0.14530519892772037,0.37661101400852204
511,27218,0.48769703686237337,0.8430629781881969
512,27219,0.6189008120695749,0.7149943025906881
513,27220,0.2153547336657842,0.6391493678092957
514,27221,0.043035097929338614,0.643913304011027
515,27222,0.13383542860547704,0.48592413544654844
516,27223,0.03957509090813498,0.4342309766014417
517,27224,0.1318642882009347,0.6175770171483358
518,27225,0.2995850769678752,0.26837636371453605
519,27226,0.048416883101065955,0.2610533708333969
520,27227,0.2008014359076818,0.32788545886675513
521,27228,0.6985642377535501,0.8525499387582143
522,27229,0.47248519519964854,0.7818733926614125
523,27230,0.3031189806262652,0.8476940131187438
524,27231,0.33875868588685987,0.8915694924195607
525,27232,0.106347236931324,0.5877830298741659
526,27233,0.5016130797068278,0.22482236571609973
527,27234,0.02212310309211413,0.06772439463684957
528,27235,0.8667263754208883,0.9619213024775187
529,27236,0.11479399001846712,0.8702846300601959
530,27237,0.5619274866580963,0.8467025303840637
531,27238,0.595874080657959,0.7678332567214966
532,27239,0.14997767607371013,0.1774266539265712
533,27240,0.09355939904848734,0.29073151330153146
534,27241,0.1236153859893481,0.18516419778267543
535,27242,0.17747379899024962,0.6224344786008199
536,27243,0.06403453419605891,0.15348321586847305
537,27244,0.02233904109336436,0.08739531048883994
538,27245,0.13885363064706324,0.3242752115925153
539,27246,0.8759041857719421,0.9303543452421824
540,27247,0.36369458099206287,0.9129101892312368
541,27248,0.20480349083741506,0.6761783305803934
542,27249,0.08259617857635021,0.5891379062334696
543,27250,0.06693843973179658,0.1547813511391481
544,27251,0.07250314153730869,0.4146880626678467
545,27252,0.16911173045635225,0.3683299424250921
546,27253,0.0457563038294514,0.6695978339513142
547,27254,0.908887379169464,0.9541570258140564
548,27255,0.2018019520243009,0.2712096777558327
549,27256,0.801705664396286,0.9407060531775157
550,27257,0.24242855956157047,0.35763185362021127
551,27258,0.24936818182468415,0.6030640268325806
552,27259,0.2114646758635839,0.7662347328662873
553,27260,0.14404895762602488,0.405020409822464
554,27261,0.42383936723073323,0.7626480734348298
555,27262,0.07004580912490686,0.283827056090037
556,27263,0.07820122527579466,0.09484921177849173
557,27264,0.10153814474741618,0.1603419633458058
558,27265,0.04992721792000036,0.20060139442483585
559,27266,0.08923394103844962,0.3503068647782008
560,27267,0.12036996031800906,0.6318261877695719
561,27268,0.04169187143910676,0.09191341491881758
562,27269,0.6759206938743592,0.6216481486956278
563,27270,0.043572169790665305,0.08632992473741373
564,27271,0.051807413548231124,0.2444803527990977
565,27272,0.0863747214153409,0.2515069252749284
566,27273,0.05943993023907145,0.1954796813428402
567,27274,0.21831077416737876,0.5709024806817373
568,27275,0.28966441690921785,0.3105196550488472
569,27276,0.02745737730835875,0.19355191349983214
570,27277,0.0643023975317677,0.7957012422879537
571,27278,0.12642313291629154,0.25715791990359627
572,27279,0.056796138907472295,0.18721370230118434
573,27280,0.1937837542096774,0.22434182812770206
574,27281,0.08991652440279722,0.2825142615040144
575,27282,0.1600228494902452,0.8865267968177795
576,27283,0.04865926810229818,0.15058738162120183
577,27284,0.321588218609492,0.4035316416621208
578,27285,0.07026245643695195,0.3217487092812856
579,27286,0.1383150923748811,0.5066934899489085
580,27287,0.27631198565165205,0.604462528626124
581,27288,0.7563959805170695,0.5203418014446894
582,27289,0.17593141933282216,0.44942571659882863
583,27290,0.04780277551462253,0.06816839002072811
584,27291,0.3061504453420639,0.6391802819569905
585,27292,0.10617304409543674,0.6308383587996165
586,27293,0.08926825545728206,0.8723125195503234
587,27294,0.12876386165618897,0.05651697403440873
588,27295,0.6732507304350535,0.8853587873776754
589,27296,0.16656058450539907,0.6073177599906922
590,27297,0.11231882731119791,0.7770310326417287
591,27298,0.061606930755078795,0.2654153644045194
592,27299,0.42824973424275714,0.6313978632291157
593,27300,0.06490442718068759,0.8080638142426808
594,27301,0.023834001952782274,0.06333658079306284
595,27302,0.158457400649786,0.7377479477723439
596,27303,0.18090151429176332,0.1918547619879246
597,27304,0.05048605998357137,0.7918862930933634
598,27305,0.04860444970428944,0.07563042532963057
599,27306,0.2714474227031072,0.6220535719394684
600,27307,0.7291008198261262,0.8500757082303365
601,27308,0.15913972328106563,0.24987586508194606
602,27309,0.7452059435844421,0.9648112996419271
603,27310,0.11935366451740265,0.1748146089911461
604,27311,0.08464025358359019,0.1650345835586389
605,27312,0.12330992961923282,0.4389678452412287
606,27313,0.03967250019311905,0.13550605684518813
607,27314,0.04297546805813909,0.060703002102673057
608,27315,0.08325660745302836,0.3020060972372691
